BandName=b,type=PR,color1=4,color2=2,"Molecule=Unknown Molecule","lowerstate=Unknown State","upperstate=Unknown State",RMSRes=0.00862259993006179,Origin=0
BandName=c,type=PR,color1=5,color2=4,"Molecule=Unknown Molecule","lowerstate=Unknown State","upperstate=Unknown State",RMSRes=0.022759093254668,Origin=0
BandName=a,type=PR,color1=5,color2=1,"Molecule=Unknown Molecule","lowerstate=Unknown State","upperstate=Unknown State",RMSRes=0.00777767892806943,Origin=0
