Lines 3962
1	450.301459	0.9543	0.0252	7.26	0.21	0.5127
2	451.716569	0.9362	0.0446	5.49	0.28	1.3927
3	452.879629	0.7715	0.2835	3.98	1.3	1.051
4	453.661302	0.9449	0.0379	7.21	0.32	0.4699
5	454.550009	0.9446	0.0324	6.94	0.26	0.5057
6	454.734074	0.9269	0.0349	3.82	0.15	1.011
7	454.771276	0.941	0.0253	3.39	0.1	0.9217
8	455.16369	0.9397	0.0415	7.26	0.35	1.428
9	455.209749	0.9365	0.0308	3.9	0.14	0.8726
10	455.264642	0.9328	0.0309	3.79	0.14	1.0707
11	455.380267	0.9317	0.0322	3.49	0.13	1.1708
12	455.479261	0.9261	0.0435	5.22	0.26	0.8733
13	455.59632	0.9381	0.0272	5.77	0.18	1.3894
14	455.694454	0.9303	0.0292	3.86	0.13	1.338
15	455.813106	0.925	0.0406	4.05	0.19	1.0937
16	455.909699	0.9336	0.0299	4.02	0.14	0.994
17	455.957966	0.9499	0.0336	9.37	0.36	0.7052
18	456.029285	0.9333	0.027	3.56	0.11	0.9923
19	456.12495	0.9296	0.0341	4.28	0.17	1.176
20	456.227757	0.9303	0.0298	4.24	0.15	0.9807
21	456.246867	0.9216	0.0441	4.26	0.22	1.1657
22	456.313958	0.9231	0.0393	3.86	0.18	1.0021
23	456.3412	0.9223	0.0385	3.7	0.16	0.9854
24	456.448222	0.9311	0.0309	4.55	0.16	1.2256
25	456.464224	0.9131	0.0548	3.75	0.24	1.1155
26	456.557269	0.9195	0.0488	4	0.23	1.0431
27	456.668438	0.9309	0.0343	4.25	0.17	1.2825
28	456.682419	0.9166	0.0483	3.98	0.22	1.139
29	456.756539	0.9252	0.0347	3.57	0.14	0.8546
30	456.774352	0.9169	0.0421	3.71	0.18	1.1559
31	456.873028	0.8661	0.1459	3.96	0.67	1.0754
32	456.888747	0.9415	0.0345	4.01	0.16	1.1687
33	456.899865	0.929	0.0506	4.22	0.25	0.8908
34	456.978507	0.9197	0.0333	4.37	0.17	1.0484
35	456.991279	0.9142	0.046	4.49	0.24	1.0274
36	457.109189	0.9237	0.0294	4.43	0.15	1.2145
37	457.118271	0.9094	0.0531	3.97	0.24	0.9266
38	457.200559	0.9117	0.0465	4.18	0.22	0.8401
39	457.208497	0.9077	0.0441	3.92	0.2	1.1321
40	457.329885	0.9137	0.0588	4.02	0.27	0.9451
41	457.337368	0.9106	0.0667	5.33	0.41	0.9335
42	457.411252	0.9459	0.027	7.03	0.22	0.5507
43	457.424926	0.8812	0.0906	7.36	0.77	0.6081
44	457.550536	0.9068	0.0395	3.8	0.17	0.6947
45	457.556356	0.8935	0.0569	4.08	0.27	1.3485
46	457.571303	0.9337	0.0347	4.07	0.16	1.0498
47	457.644507	0.8658	0.0971	4.93	0.55	0.9424
48	457.654855	0.9142	0.0414	3.73	0.18	1.0395
49	457.758513	0.5926	0.4828	3.83	2.13	0.9284
50	457.763993	0.844	0.1863	3.15	0.68	1.2938
51	457.774251	0.9551	0.097	6.61	0.74	1.9235
52	457.862018	0.89	0.0474	3.85	0.21	1.1375
53	457.868231	0.8859	0.0625	3.86	0.28	1.1185
54	457.947524	0.951	0.0253	3.7	0.11	1.2867
55	457.994368	0.6751	0.3668	4.15	1.76	1.0651
56	458.000231	0.9706	0.0259	2.61	0.08	1.1015
57	458.080562	0.8794	0.0736	4.23	0.36	0.9586
58	458.091683	0.8838	0.0733	3.74	0.32	1.1076
59	458.215516	0.8458	0.1221	4.42	0.62	1.0099
60	458.299517	0.8977	0.0668	4.63	0.36	0.9548
61	458.314681	0.8943	0.0696	4.35	0.35	0.9744
62	458.436667	0.8577	0.0975	4.7	0.53	1.0813
63	458.453778	0.9381	0.0258	4.34	0.13	1.2304
64	458.469456	0.9381	0.0271	9.03	0.28	0.6244
65	458.518417	0.8928	0.0623	4.17	0.3	0.9174
66	458.538253	0.8816	0.0825	4.33	0.41	1.0236
67	458.619069	0.9437	0.0315	7.13	0.26	1.598
68	458.65824	0.8628	0.1594	8.63	1.59	0.7464
69	458.692528	0.94	0.0253	3.88	0.11	1.1249
70	458.738275	0.8923	0.0726	4.23	0.35	1.0131
71	458.750083	0.934	0.0288	3.81	0.13	1.0626
72	458.761904	0.8835	0.084	4.17	0.4	1.0151
73	458.801615	0.9384	0.0253	3.42	0.1	1.1954
74	458.867998	0.9239	0.03	3.75	0.13	0.8955
75	458.877305	0.8703	0.0538	3.62	0.22	0.6792
76	458.882265	0.8816	0.049	3.51	0.2	1.796
77	458.937446	0.936	0.0317	4.14	0.15	0.7983
78	458.958005	0.8826	0.084	4.14	0.4	0.9978
79	458.985628	0.8762	0.0869	4.35	0.44	1.0398
80	459.099211	0.8412	0.1057	3.88	0.47	0.9181
81	459.105159	0.8623	0.093	3.79	0.41	1.2315
82	459.144512	0.9205	0.0331	4.47	0.17	0.8957
83	459.178643	0.8744	0.0898	4.02	0.42	1.1056
84	459.209981	0.852	0.1153	4.27	0.57	1.0076
85	459.260123	0.9352	0.03	5.05	0.18	0.9609
86	459.28825	0.9474	0.0256	8.43	0.25	1.2256
87	459.300498	0.9341	0.0256	3.93	0.12	0.7992
88	459.320928	0.8495	0.1088	4.54	0.57	0.972
89	459.327999	0.8489	0.1146	4.11	0.54	1.0447
90	459.398848	0.8755	0.0837	4.63	0.45	0.9456
91	459.434376	0.8448	0.1233	4.06	0.58	1.097
92	459.542655	0.865	0.0871	4.34	0.44	0.9058
93	459.550999	0.8459	0.1095	4.11	0.52	1.038
94	459.556832	0.9223	0.0305	3.19	0.11	1.4102
95	459.605888	0.9266	0.0356	4.51	0.19	0.9491
96	459.620231	0.8703	0.0927	4.45	0.48	1.0161
97	459.64591	0.9364	0.0296	7.17	0.24	1.414
98	459.659168	0.8412	0.1393	4.3	0.69	1.0947
99	459.740792	0.9253	0.0404	4.38	0.2	0.9462
100	459.765107	0.8637	0.0834	4.12	0.4	0.8492
101	459.774674	0.8371	0.113	4.12	0.54	1.0193
102	459.817489	0.9252	0.0394	3.77	0.17	1.0356
103	459.840997	0.8695	0.0851	4.5	0.44	1.1552
104	459.88384	0.8323	0.1392	4.3	0.69	1.0322
105	459.987579	0.8585	0.0874	4.1	0.41	0.8099
106	459.998168	0.8281	0.1354	4.33	0.68	1.0689
107	460.037577	0.9258	0.0282	3.93	0.13	1.0256
108	460.062553	0.8601	0.0842	4.07	0.4	0.9707
109	460.109054	0.8162	0.1491	4.36	0.75	1.0302
110	460.177752	0.9328	0.0258	4	0.12	0.8756
111	460.210818	0.855	0.0874	3.74	0.38	0.842
112	460.221968	0.8208	0.1583	4.43	0.81	1.0586
113	460.284346	0.8581	0.0991	4.48	0.51	1.0679
114	460.299407	0.9184	0.0387	4.45	0.2	1.0938
115	460.320993	0.9283	0.0278	4.62	0.15	1.1599
116	460.334243	0.8103	0.1581	4.2	0.77	0.9865
117	460.407052	0.9241	0.0342	5.73	0.23	0.8923
118	460.434134	0.8426	0.1008	3.96	0.46	0.7689
119	460.445964	0.8064	0.1794	4.5	0.93	1.0203
120	460.506489	0.8509	0.1025	4.29	0.51	0.9465
121	460.531349	0.9211	0.0405	3.78	0.18	1.0988
122	460.545395	0.928	0.0341	5.3	0.21	1.2191
123	460.559757	0.7972	0.1786	4.16	0.86	1.0196
124	460.576518	0.9226	0.0412	5.46	0.26	0.9584
125	460.585179	0.9271	0.0436	5.46	0.27	1.0149
126	460.637735	0.9185	0.0398	3.78	0.17	0.9111
127	460.657963	0.8473	0.085	4.12	0.4	0.8978
128	460.670269	0.7976	0.1761	4.58	0.93	0.9813
129	460.728785	0.8503	0.1042	4.1	0.49	0.9229
130	460.739313	0.9282	0.0291	4.71	0.16	1.1377
131	460.763064	0.9264	0.031	5.15	0.18	1.0478
132	460.771375	0.9194	0.0375	3.92	0.17	1.0244
133	460.785506	0.7899	0.1728	4.12	0.82	0.9881
134	460.882078	0.8365	0.0979	3.77	0.43	0.9434
135	460.894995	0.7826	0.1779	4.14	0.85	1.0705
136	460.906424	0.9361	0.0312	6.3	0.23	0.9522
137	460.920624	0.9095	0.0359	4.24	0.18	0.7316
138	460.934204	0.9395	0.0254	6.19	0.18	1.5981
139	460.951942	0.8463	0.1132	4.16	0.54	1.0001
140	460.995435	0.9102	0.0554	5.98	0.38	1.109
141	461.011686	0.7804	0.1919	4.21	0.93	1.0551
142	461.019722	0.9121	0.0627	6.21	0.45	0.6508
143	461.029564	0.9313	0.0259	3.91	0.12	1.5279
144	461.041557	0.9264	0.0315	3.51	0.13	0.9524
145	461.053786	0.9401	0.029	6.28	0.21	0.66
146	461.072484	0.9238	0.041	4.83	0.23	0.9319
147	461.09855	0.9017	0.0547	4.59	0.29	0.9935
148	461.106209	0.8287	0.1216	3.97	0.56	0.9241
149	461.111788	0.8988	0.026	2.96	0.09	1.0962
150	461.119716	0.7708	0.1984	4.07	0.93	1.0761
151	461.151149	0.9267	0.0284	4.08	0.13	1.9654
152	461.175076	0.8458	0.1151	3.88	0.52	0.9229
153	461.237731	0.7656	0.2053	4.16	0.99	0.9982
154	461.268899	0.9314	0.0338	5.14	0.2	0.9002
155	461.294624	0.932	0.0465	8.41	0.45	0.5748
156	461.304893	0.9421	0.0383	7.37	0.33	1.4867
157	461.330946	0.8093	0.1218	4.09	0.57	0.9607
158	461.336465	0.8912	0.0307	3.04	0.11	1.6269
159	461.34474	0.7702	0.2034	4.18	0.98	1.0681
160	461.363153	0.9221	0.0291	4.24	0.14	0.8776
161	461.373617	0.9224	0.0375	3.82	0.17	1.0982
162	461.382685	0.9277	0.0276	3.54	0.11	1.3467
163	461.398655	0.8362	0.121	4.7	0.66	0.9667
164	461.44959	0.7899	0.2408	4.12	1.15	1.0594
165	461.464298	0.7556	0.2432	4.06	1.14	1.0883
166	461.497733	0.9304	0.0301	3.99	0.14	0.9821
167	461.518549	0.9179	0.035	4.66	0.19	0.8361
168	461.55636	0.8086	0.0962	3.9	0.43	0.6881
169	461.56105	0.8571	0.0396	3.22	0.15	3.748
170	461.569879	0.7461	0.2296	4.2	1.11	1.0264
171	461.585863	0.927	0.04	5.75	0.27	1.5538
172	461.613112	0.9146	0.0422	4.17	0.2	1.0573
173	461.62251	0.823	0.1346	4.38	0.68	0.9594
174	461.675468	0.9036	0.0542	3.79	0.24	1.0359
175	461.690868	0.7009	0.2668	4.31	1.33	1.0406
176	461.72666	0.9211	0.0403	4.47	0.21	1.0402
177	461.742756	0.9225	0.0376	4.8	0.21	0.9872
178	461.781827	0.7971	0.126	3.76	0.55	0.8035
179	461.786688	0.8641	0.0338	2.71	0.11	1.7917
180	461.795458	0.73	0.2192	3.92	0.99	1.1742
181	461.82638	0.9384	0.026	4.39	0.13	0.8201
182	461.841435	0.8934	0.0305	3.3	0.12	0.5855
183	461.846869	0.8238	0.1187	3.76	0.51	1.1041
184	461.901665	0.9162	0.0438	4.26	0.22	0.9702
185	461.917859	0.7008	0.2495	4.18	1.2	0.9557
186	461.923263	0.886	0.0299	2.73	0.09	3.5645
187	461.968348	0.918	0.0384	3.99	0.18	0.8899
188	461.98797	0.9227	0.0356	3.87	0.16	1.1876
189	462.00757	0.8102	0.0877	4.19	0.42	0.5372
190	462.012173	0.8648	0.0341	3.08	0.12	-1
191	462.021121	0.6899	0.2832	4.21	1.37	1.0343
192	462.032442	0.9215	0.0453	5.4	0.28	1.2729
193	462.062827	0.9241	0.0355	6.37	0.26	1
194	462.071563	0.7968	0.1615	4.17	0.78	0.9594
195	462.128594	0.9095	0.0437	4.13	0.21	0.9837
196	462.144933	0.6924	0.2923	4.54	1.53	1.0418
197	462.156259	0.8898	0.0737	5.58	0.47	1.2489
198	462.184182	0.9207	0.0392	4.04	0.18	1.0826
199	462.193494	0.9152	0.0413	4.82	0.23	0.9944
200	462.22334	0.926	0.0266	3.87	0.12	0.7114
201	462.233901	0.7874	0.1162	4.36	0.58	0.661
