BandName=A3,type=PR,color1=3,color2=2,Molecule=ch3br81,lowerstate=Ground_State,upperstate=nu2(k=2),RMSRes=0.148506622785407,Origin=0
BandName=A2,type=PR,color1=5,color2=0,Molecule=ch3br81,lowerstate=Ground_State,upperstate=nu2(k=1),RMSRes=0.000254862584128317,Origin=0
BandName=A1,type=PR,color1=0,color2=1,Molecule=ch3br81,lowerstate=Ground_State,upperstate=nu2(k=0),RMSRes=0.000248296703368462,Origin=1305.89965169858
